b829f1032201f5b5,1583683192,98,1,245,1,88,128,0,0,128,241,152,4
b829f102210645,1583683192,97,6,0,0,196,220,255,144,255,80,254,70,255,252,19
b829f102210241,1583683192,97,2,251,110,244,242,251,192,7,100,0,0
b829f102210241,1583683193,97,2,251,110,244,242,251,192,7,100,0,0
b829f1032201f5b5,1583683193,98,1,245,1,88,128,0,0,128,129,0,0
b829f102210645,1583683193,97,6,255,0,197,220,255,186,255,80,254,70,0,0,19
b829f102210241,1583683194,97,2,251,110,244,242,251,192,7,100,0,0
b829f1032201f5b5,1583683194,98,1,245,1,88,128,18,2,128,17,0,0
b829f102210645,1583683194,97,6,255,0,197,220,255,186,255,80,254,70,0,4,19
b829f102210645,1583683195,97,6,255,0,197,220,255,229,255,165,254,70,0,8,19
b829f102210241,1583683195,97,2,251,119,245,9,251,192,7,100,0,0
b829f1032201f5b5,1583683195,98,1,245,1,88,128,0,0,128,177,0,0
b829f1032201f5b5,1583683196,98,1,245,1,88,128,0,0,128,129,0,0
b829f102210645,1583683196,97,6,255,0,197,220,255,250,255,208,254,70,0,0,19
b829f102210241,1583683196,97,2,251,137,245,35,251,192,7,100,0,0
b829f1032201f5b5,1583683197,98,1,245,1,98,128,18,130,128,17,0,0
b829f102210645,1583683197,97,6,255,0,197,220,0,57,0,14,254,70,0,4,19
b829f102210241,1583683197,97,2,251,163,245,61,251,192,7,100,0,0
b829f102210241,1583683198,97,2,251,163,245,61,251,192,7,100,0,0
b829f1032201f5b5,1583683198,98,1,245,1,98,128,170,128,128,177,0,0
b829f102210645,1583683198,97,6,0,0,197,220,0,14,0,14,254,7,0,8,19
b829f102210645,1583683199,97,6,255,0,197,220,0,78,0,36,254,7,0,12,19
b829f102210241,1583683199,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683199,98,1,245,1,88,128,0,0,128,65,0,0
b829f102210645,1583683200,97,6,255,0,197,220,0,78,0,36,254,133,0,0,18
b829f102210241,1583683200,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683200,98,1,245,1,98,128,114,129,128,225,0,0
b829f1032201f5b5,1583683201,98,1,245,1,98,128,0,0,128,161,0,0
b829f102210645,1583683201,97,6,255,0,196,220,0,99,0,36,254,133,0,0,19
b829f102210241,1583683201,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683202,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683202,98,1,245,1,88,128,8,2,128,49,0,0
b829f102210645,1583683202,97,6,255,0,197,220,0,142,0,78,254,70,0,4,19
b829f102210241,1583683203,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683203,98,1,245,1,98,128,0,0,128,209,0,0
b829f102210645,1583683203,97,6,255,0,197,220,0,142,0,99,254,70,0,4,19
b829f102210645,1583683204,97,6,255,0,197,220,0,142,0,99,254,70,0,0,19
b829f102210241,1583683204,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683204,98,1,245,1,88,128,18,2,128,97,0,0
b829f1032201f5b5,1583683205,98,1,245,1,88,128,0,0,128,33,0,0
b829f102210645,1583683205,97,6,255,0,197,220,0,184,0,142,254,70,255,252,19
b829f102210241,1583683205,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683206,98,1,245,1,98,128,202,131,128,193,0,0
b829f102210645,1583683206,97,6,255,0,196,220,0,248,0,206,254,70,0,12,20
b829f102210241,1583683206,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683207,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683207,98,1,245,1,98,128,8,130,128,97,0,0
b829f102210645,1583683207,97,6,255,0,197,220,1,13,0,206,254,70,255,252,19
b829f102210645,1583683208,97,6,255,0,197,220,1,35,0,227,254,70,255,252,19
b829f102210241,1583683208,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683208,98,1,245,1,88,128,0,0,128,241,152,4
b829f102210645,1583683209,97,6,255,0,198,220,1,226,1,162,254,70,0,4,19
b829f102210241,1583683209,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683209,98,1,245,1,98,128,18,130,128,145,0,0
b829f1032201f5b5,1583683210,98,1,245,1,98,128,18,130,128,97,0,0
b829f102210645,1583683210,97,6,255,0,197,220,1,226,1,162,254,70,0,0,19
b829f102210241,1583683210,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683211,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683211,98,1,245,1,98,128,136,132,128,241,152,4
b829f102210645,1583683211,97,6,255,0,196,220,1,205,1,162,254,133,255,248,19
b829f102210241,1583683212,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683212,98,1,245,1,98,128,0,0,128,145,0,0
b829f102210645,1583683212,97,6,255,0,197,220,2,182,2,119,254,70,0,8,19
b829f102210645,1583683213,97,6,255,0,196,220,3,33,2,246,254,70,0,0,19
b829f102210241,1583683213,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683213,98,1,245,1,98,128,0,0,128,49,0,0
b829f1032201f5b5,1583683214,98,1,245,1,98,128,0,0,128,241,152,4
b829f102210645,1583683214,97,6,255,0,197,220,3,54,3,11,254,70,0,4,19
b829f102210241,1583683214,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683215,98,1,245,1,98,128,254,129,128,145,0,0
b829f102210645,1583683215,97,6,255,0,197,220,3,54,3,11,254,70,0,4,19
b829f102210241,1583683215,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683216,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683216,98,1,245,1,88,128,84,1,128,33,0,0
b829f102210645,1583683216,97,6,255,0,197,220,3,203,3,139,254,70,0,0,19
b829f102210645,1583683217,97,6,0,0,197,220,4,95,4,74,254,70,255,252,19
b829f102210241,1583683217,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683217,98,1,245,1,98,128,18,130,128,193,0,0
b829f102210645,1583683218,97,6,255,0,196,220,4,244,4,180,254,70,0,4,19
b829f102210241,1583683218,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683218,98,1,245,1,98,128,0,0,128,97,0,0
b829f1032201f5b5,1583683219,98,1,245,1,98,128,202,131,128,33,0,0
b829f102210645,1583683219,97,6,255,0,197,220,4,244,4,180,254,70,255,252,19
b829f102210241,1583683219,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683220,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683220,98,1,245,1,88,128,170,0,128,193,0,0
b829f102210645,1583683220,97,6,255,0,196,220,4,223,4,202,254,70,255,252,19
b829f102210241,1583683221,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683221,98,1,245,1,98,128,0,0,128,97,0,0
b829f102210645,1583683221,97,6,255,0,196,220,6,178,6,115,254,70,0,8,19
b829f102210645,1583683222,97,6,255,0,197,220,7,177,7,135,254,70,0,8,19
b829f102210241,1583683222,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683222,98,1,245,1,88,128,176,4,128,241,152,4
b829f1032201f5b5,1583683223,98,1,245,1,98,128,8,130,128,193,0,0
b829f102210645,1583683223,97,6,0,0,197,220,8,49,8,49,254,70,255,248,19
b829f102210241,1583683223,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683224,98,1,245,1,98,128,0,0,128,81,0,0
b829f102210645,1583683224,97,6,255,0,197,220,8,91,8,49,254,133,0,12,19
b829f102210241,1583683224,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683225,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683225,98,1,245,1,98,128,0,0,128,225,0,0
b829f102210645,1583683225,97,6,255,0,196,220,8,91,8,49,254,70,0,0,19
b829f102210645,1583683226,97,6,255,0,197,220,8,91,8,49,254,70,255,252,19
b829f102210241,1583683226,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683226,98,1,245,1,98,128,0,0,128,129,0,0
b829f102210645,1583683227,97,6,255,0,197,220,9,175,9,133,254,70,0,8,19
b829f102210241,1583683227,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683227,98,1,245,1,98,128,0,0,128,33,0,0
b829f1032201f5b5,1583683228,98,1,245,1,98,128,0,0,128,241,152,4
b829f102210645,1583683228,97,6,255,0,197,220,34,23,33,236,254,70,0,0,19
b829f102210241,1583683228,97,2,251,189,245,87,251,192,7,100,0,0
b829f102210241,1583683229,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683229,98,1,245,1,98,128,0,0,128,145,0,0
b829f102210645,1583683229,97,6,0,0,198,220,39,252,39,252,254,70,0,8,19
b829f102210241,1583683230,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683230,98,1,245,1,98,128,0,0,128,33,0,0
b829f102210645,1583683230,97,6,255,0,197,220,40,251,40,187,254,70,255,252,19
b829f102210645,1583683236,97,6,255,0,197,220,14,192,15,63,254,70,0,12,20
b829f102210241,1583683236,97,2,251,189,245,87,251,192,7,100,0,0
b829f1032201f5b5,1583683236,98,1,245,1,98,128,0,0,128,241,152,4
